Hospital Id,Hospital Name,State,District,Hospital Contact,Current Specialities,Hospital Type,Empanelment Type,OnBoarded For Convergence Scheme
HOSP13P170085,ESCORT HEART INSTITUTE AND RESEARCH CENTRE,NCT OF Delhi,SOUTH DELHI,9958145318,"BM, CP, MC, MG, MN, MO, MP, MR, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU, SV",Private(For Profit),State Specific Empanelment,No
HOSP37G19512,Safdarjung Hospital,NCT OF Delhi,SOUTH WEST DELHI,9968057359,"M1, M2, S8, M7, S7, M3, M4, M5, M6, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9",GOI,PMJAY,No
HOSP37G25541,Kalawati Saran Children Hospital,NCT OF Delhi,CENTRAL DELHI,9818837214,"M2, M3, M4, S14",GOI,PMJAY,No
HOSP37G28616,Lady Hardinge Medical College & SSK Hospital,NCT OF Delhi,CENTRAL DELHI,9013435940,"M1, M2, S8, M7, S1, S14, S16, S2, S3, S4, S5, M6",GOI,PMJAY,No
HOSP37G31478,Dr. Ram Manohar Lohia Hospital,NCT OF Delhi,CENTRAL DELHI,9818402394,"M1, M2, S8, M7, S7, M3, S1, S10, S11, S12, S13, S14, S16, S2, S3, S4, S5, S6, S9",GOI,PMJAY,No
HOSP37G36554,"All India Institute of Medical Sciences, New Delhi",NCT OF Delhi,SOUTH WEST DELHI,9355872488,"M1, M2, S8, M7, S7, M3, M4, M5, M6, M8, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9",GOI,PMJAY,No
HOSP37G70071,NATIONAL INSTITUTE OF TUBERCULOSIS AND RESPIRATORY DISEASES,NCT OF Delhi,NEW DELHI,9818844709,M1,Public,PMJAY,No
HOSP37P65284,Cygnus MLS Superspeciality Hospital,NCT OF Delhi,NEW DELHI,9990998837,"M1, M7, M2, S1, S12, S2, S3, S4, S5",Private(For Profit),PMJAY,No
HOSP37P68815,CENTRE FOR SIGHT Safdarjung Enclave ,NCT OF Delhi,NEW DELHI,9958422442,S3,Private(For Profit),PMJAY,No
HOSP37P71155,KALRA HOSPITAL SRCNC PVT LTD,NCT OF Delhi,WEST DELHI,9891445937,"M1, M2, S8, M7, S7, S1, S13, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),PMJAY,No
HOSP37P72508,KUKREJA HOSPITAL & HEART CENTER PVT LTD,NCT OF Delhi,NEW DELHI,9205824724,"M1, M2, S8, M7, S7, M3, S1, S10, S11, S12, S13, S2, S4, S5, S6, S9",Private(For Profit),PMJAY and CGHS,No
HOSP37P72622,AYUSHMAN HOSPITAL & HEALTH SERVICES,NCT OF Delhi,NEW DELHI,9540351888,"M1, M2, S8, M7, S7, M3, M5, S1, S10, S11, S12, S14, S16, S2, S3, S4, S5, S9",Private(For Profit),PMJAY,No
HOSP7G124128,Nav Drishti Eye Centre,NCT OF Delhi,SHAHDARA,9962553631,S3,Public,Only CAPF,No
HOSP7G124129,Netram Eye Centre,NCT OF Delhi,SOUTH EAST DELHI,9212646655,S3,Public,Only CAPF,No
HOSP7G124131,SR Advance Dental Clin,NCT OF Delhi,NORTH WEST DELHI,9811911569,S16,Public,Only CAPF,No
HOSP7G124150,DELHI MULTI SPECIALITY DENTAL CLINIC,NCT OF Delhi,SHAHDARA,8860364308,S16,Public,Only CAPF,No
HOSP7G124152,PRECISION DENTAL CARE,NCT OF Delhi,SOUTH DELHI,9810268778,S16,Public,Only CAPF,No
HOSP7G124633,FORESIGHT EYE CLINIC,NCT OF Delhi,SOUTH DELHI,8512810001,S3,Private(For Profit),Only CGHS,Yes
HOSP7G129527,CYGNUS MLS SUPERSPECIALITY HOSPITAL,NCT OF Delhi,NORTH WEST DELHI,9910136153,"M1, M2, S8, M7, S7, M5, M6, S1, S12, S13, S14, S15, S16, S2, S3, S4, S5, S9, CP, MC, MG, MP, OC, SB, SE, SG, SM, SN, SO, SU, SV",Public,Only CGHS,Yes
HOSP7G129959,sardana eye institute,NCT OF Delhi,WEST DELHI,9716101030,SE,Public,Only CGHS,Yes
HOSP7G137820,RATHI HOSPITAL,NCT OF Delhi,WEST DELHI,9711991234,"M1, M2, S8, M7, S7, M3, M5, M8, S1, S10, S11, S12, S16, S2, S3, S4, S5, S6, S9, M4, S13, S14, S15",Private(For Profit),PMJAY,Yes
HOSP7P07825,SONIA HOSPITAL,NCT OF Delhi,NEW DELHI,9973077695,"M1, M7, S7, M2, S1, S2, S3, S4, S5, S8, M3, M5, S12, S14, S15, S16, S6, S9",Private(For Profit),PMJAY,No
HOSP7P07850,Dr. Kapurs The Healing Touch Eye & Maternity Centre,NCT OF Delhi,NEW DELHI,9871789999,S3,Private(For Profit),PMJAY,No
HOSP7P08039,DR SHROFFS CHARITY EYE HOSPITAL,NCT OF Delhi,NEW DELHI,9315903922,"S3, S2",Private(Not For Profit),PMJAY,No
HOSP7P115926,MAHARAJA AGARSAIN MULTISPECIALITY HOSPITAL ,NCT OF Delhi,NORTH WEST DELHI,9891654929,"M1, M7, S7, M2, S1, S16, S2, S3, S4, S5",Private(Not For Profit),Only CGHS,No
HOSP7P116139,Karuna Sindhu Charitable Hospital,NCT OF Delhi,SOUTH WEST DELHI,8826891954,S3,Private(For Profit),PMJAY,No
HOSP7P116281,NIRMAL HOSPITAL ,NCT OF Delhi,NORTH WEST DELHI,9818786187,"M1, M7, M2, S1, S4, S5",Private(For Profit),PMJAY,No
HOSP7P116294,KHANDELWAL HOSPITAL & UROLOGY CENTRE PVT. LTD.,NCT OF Delhi,EAST DELHI,9540938211,"M1, M7, S7, M2, S1, S2, S4, S5",Private(For Profit),PMJAY,No
HOSP7P116343,Sanjeevan Medical Research Centre Pvt Ltd,NCT OF Delhi,CENTRAL DELHI,9810636938,"M1, M2, S8, M7, S7, M3, S1, S12, S13, S16, S2, S4, S5, S6, S9",Private(For Profit),PMJAY,No
HOSP7P116406,UNIVERSAL CENTER OF HEALTH SCIENCES,NCT OF Delhi,SOUTH EAST DELHI,8800800500,"M1, M2, S8, M7, S7, M3, M4, M5, M6, S1, S10, S11, S12, S13, S14, S15, S2, S3, S4, S5, S9",Private(Not For Profit),PMJAY,No
HOSP7P116435,MATA ROOP RANI MAGGO & MAHINDRU HOSPITAL ,NCT OF Delhi,SOUTH WEST DELHI,9354887216,"M1, M2, S8, M7, S7, M3, M5, S1, S10, S11, S12, S14, S16, S2, S3, S4, S5, S9",Private(For Profit),PMJAY,No
HOSP7P118041,eye4u,NCT OF Delhi,SOUTH WEST DELHI,8076930915,S3,Private(For Profit),PMJAY,No
HOSP7P119402,Nephrine Unit DCDC Health Services Private Limited,NCT OF Delhi,SOUTH WEST DELHI,9643328319,"M1, S7",Private(For Profit),PMJAY,No
HOSP7P119728,Sharp Sight Centre ,NCT OF Delhi,EAST DELHI,9582352930,S3,Private(For Profit),PMJAY,No
HOSP7P120010,MANGALAM MEDICAL AND SURGICAL CENTRE,NCT OF Delhi,NORTH WEST DELHI,9811884062,"M1, M7, M2, S1, S10, S11, S16, S2, S4, S5, S6, S7",Private(For Profit),PMJAY and CGHS,Yes
HOSP7P120631,Eye Mantra Hospital,NCT OF Delhi,NORTH WEST DELHI,9999876549,S3,Private(For Profit),PMJAY,No
HOSP7P120870,Action Cancer Hospital,NCT OF Delhi,WEST DELHI,9873248779,"M4, M5, M6, S15, M1, M7",Private(Not For Profit),PMJAY,No
HOSP7P121084,DCDC Health Services Pvt. Ltd.,NCT OF Delhi,NORTH WEST DELHI,8506007299,"M1, S7",Private(For Profit),PMJAY,No
HOSP7P124114,BHARTI EYE FOUNDATION,NCT OF Delhi,CENTRAL DELHI,9810060477,S3,Private(For Profit),Only CAPF,No
HOSP7P124117,BHARTI EYE HOSPITAL,NCT OF Delhi,SOUTH DELHI,9810060477,S3,Private(For Profit),Only CAPF,No
HOSP7P124119,Dr.Nanda Eye Care Centre,NCT OF Delhi,NEW DELHI,9717655695,S3,Private(For Profit),Only CAPF,No
HOSP7P124124,AHUJA LASER EYE CENTRE,NCT OF Delhi,NORTH WEST DELHI,9818865715,S3,Private(For Profit),Only CAPF,No
HOSP7P124126,MAHAJAN EYE CENTRE,NCT OF Delhi,NORTH WEST DELHI,9311111120,S3,Private(For Profit),Only CAPF,No
HOSP7P124134,SRI BALAJI ACTION MEDICAL INSTITIUTE,NCT OF Delhi,WEST DELHI,9953820293,"M1, M2, S8, M7, S7, M3, M8, S1, S10, S11, S12, S13, S14, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CAPF,No
HOSP7P124136,STARS DENTAL CLINIC,NCT OF Delhi,SOUTH WEST DELHI,8851822336,S3,Private(For Profit),Only CAPF,No
HOSP7P124630,EYE SCIENCES,NCT OF Delhi,NEW DELHI,7042672026,S3,Private(For Profit),Only CGHS,Yes
HOSP7P124634,I Clinix Advanced Eye Care,NCT OF Delhi,SOUTH DELHI,9899036328,"S3, SE",Private(For Profit),Only CGHS,Yes
HOSP7P125270,Nirmla Hospital,NCT OF Delhi,NEW DELHI,9213752679,"M1, M7, M2, S1, S2, S4, S5",Private(For Profit),PMJAY,No
HOSP7P125441,chopra eye hospital,NCT OF Delhi,NORTH WEST DELHI,9811033053,"S3, OC",Private(Not For Profit),Only CGHS,Yes
HOSP7P125540,32 SMILE STONE DENTAL CLINIC,NCT OF Delhi,SOUTH EAST DELHI,9999060619,SM,,Only CGHS,No
HOSP7P125541,ADEP CLINICAL RESEARCH & DIAGNOSTICS,NCT OF Delhi,SOUTH EAST DELHI,9811072668,"M1, M7",,Only CGHS,No
HOSP7P125542,ADVANCED DENTAL CARE,NCT OF Delhi,NEW DELHI,9212167334,SM,,Only CGHS,Yes
HOSP7P125543,AHUJA EYE CENTRE-SHALIMAR BAGH,NCT OF Delhi,NORTH WEST DELHI,9810432051,"S3, SE",,Only CGHS,Yes
HOSP7P125545,AMAR EYE CENTER,NCT OF Delhi,NEW DELHI,9716899661,S3,,Only CGHS,No
HOSP7P125547,ANANT JYOTI EYE HOSPITAL,NCT OF Delhi,NEW DELHI,9310010480,SE,,Only CGHS,No
HOSP7P125548,APEX HEALTHCARE AND RESEARCH CENTRE,NCT OF Delhi,NEW DELHI,9716833714,"BM, CP, MC, MG, MN, MO, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU",Private(For Profit),Only CGHS,Yes
HOSP7P125549,ARIHANT EYE CENTRE,NCT OF Delhi,NORTH DELHI,9818756857,S3,,Only CGHS,Yes
HOSP7P125550,ASHOK NURSING HOME,NCT OF Delhi,NEW DELHI,9811102502,"CP, MC, MG, MP, OC, SB, SG, SN, SO, SU",Private(For Profit),Only CGHS,No
HOSP7P125551,BAHL DENTAL CLINIC AND IMPLANT CENTRE,NCT OF Delhi,NEW DELHI,9718319690,S16,,Only CGHS,Yes
HOSP7P125552,BALAJI DENTAL CARE,NCT OF Delhi,NORTH EAST DELHI,9953170756,S16,,Only CGHS,Yes
HOSP7P125553,balaji dental centre ,NCT OF Delhi,NEW DELHI,9811210812,SM,,Only CGHS,Yes
HOSP7P125554,BAPU NATURE CURE HOSPITAL,NCT OF Delhi,EAST DELHI,9891775577,"M1, M7",Private(For Profit),Only CGHS,Yes
HOSP7P125556,Best O Care Pedodontic and Multispeciality Dental Clinic,NCT OF Delhi,NEW DELHI,9968790286,"S16, SM",,Only CGHS,Yes
HOSP7P125557,BHAGAT CHANDRA HOSPITAL,NCT OF Delhi,SOUTH WEST DELHI,8395994074,"M1, M2, S8, M7, S7, S1, S10, S11, S12, S14, S16, S2, S3, S4, S5, S9, CP, MC, MG, MN, MP, OC, SB, SE, SG, SL, SM, SN, SO, SP, SS, SU",Private(For Profit),Only CGHS,Yes
HOSP7P125558,BHATIA GLOBAL HOSPITAL & ENDO-SURGERY INSTITUTE,NCT OF Delhi,NEW DELHI,9717050712,"M1, M2, S8, M7, S7, M3, M4, M5, M6, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,Yes
HOSP7P125559,BRIJ DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9958407268,S16,,Only CGHS,No
HOSP7P125560,C 15 MRI IMAGING & DIAGNOSTICS RESEARCH CENTRE LTD,NCT OF Delhi,NEW DELHI,9312401885,-NA-,,Only CGHS,Yes
HOSP7P125561,CAPITAL X-RAY &  SCAN CLINIC,NCT OF Delhi,NEW DELHI,9911226464,-NA-,,Only CGHS,Yes
HOSP7P125562,CARE DIAGNOSTICS,NCT OF Delhi,WEST DELHI,8527552380,-NA-,,Only CGHS,No
HOSP7P125563,CARE EYE CENTRE & DIAGNOSTICS,NCT OF Delhi,NEW DELHI,8527552380,SE,Private(For Profit),Only CGHS,No
HOSP7P125565,CLINICAL DIAGNOSTIC CENTRE,NCT OF Delhi,EAST DELHI,9599022927,"M1, M7",Private(For Profit),Only CGHS,Yes
HOSP7P125566,COMPLETE EYE CARE CENTRE,NCT OF Delhi,EAST DELHI,9350911825,SE,,Only CGHS,Yes
HOSP7P125570,DELHI 32 DENTAL CENTRE,NCT OF Delhi,EAST DELHI,9818428719,SM,,Only CGHS,Yes
HOSP7P125572,DELHI DENTAL HUB,NCT OF Delhi,NEW DELHI,9891373779,S16,,Only CGHS,Yes
HOSP7P125573,DELHI EYE CENTRE,NCT OF Delhi,CENTRAL DELHI,7982133500,SE,,Only CGHS,No
HOSP7P125574,DELHI HEART HOSPITAL,NCT OF Delhi,NEW DELHI,9810031424,"CP, MC, MG, OC",Private(For Profit),Only CGHS,No
HOSP7P125576,DENTAL ART,NCT OF Delhi,NEW DELHI,9540003003,-NA-,,Only CGHS,Yes
HOSP7P125578,DENTAL MAESTRO(MULTISPECIALITY DENTAL CLINIC & IMP,NCT OF Delhi,NEW DELHI,9990991490,"S16, SM",,Only CGHS,Yes
HOSP7P125579,DENTAL WORLD,NCT OF Delhi,NEW DELHI,9312507893,S16,,Only CGHS,Yes
HOSP7P125580,DENTALIVE DENTAL CLINIC,NCT OF Delhi,NORTH EAST DELHI,9810250113,S1,,Only CGHS,Yes
HOSP7P125581,DENTAPPLE DENTAL CLINIC AND IMPLANT CENTRE-LAXMI N,NCT OF Delhi,NEW DELHI,9711169571,S16,,Only CGHS,Yes
HOSP7P125582,DENTEM (GT DENTA CARE (P) LTD),NCT OF Delhi,SOUTH WEST DELHI,9818341745,S16,Private(For Profit),Only CGHS,Yes
HOSP7P125583,DIVYA PRASTHA HOSPITAL,NCT OF Delhi,NEW DELHI,7827373981,"M1, M7, M2, S1, S2, S4, S5",Private(For Profit),Only CGHS,Yes
HOSP7P125584,DOCTORS DIAGNOSTIC CENTRE,NCT OF Delhi,NEW DELHI,9990217338,-NA-,,Only CGHS,Yes
HOSP7P125585,DR AGGARWALS EYE CLINIC,NCT OF Delhi,WEST DELHI,9811069069,S3,,Only CGHS,No
HOSP7P125586,DR ANAND S IMAGING CENTRE- PREET VIHAR,NCT OF Delhi,NEW DELHI,9810554229,-NA-,,Only CGHS,Yes
HOSP7P125588,DR LAL MULTISPECIALITY DENTAL & IMPLANT CLINIC,NCT OF Delhi,EAST DELHI,9999622100,-NA-,,Only CGHS,Yes
HOSP7P125589,DR LAL PATH LABS LTD - ROHINI,NCT OF Delhi,NEW DELHI,8527999142,-NA-,,Only CGHS,No
HOSP7P125593,DR P BHASIN PATHLABS (P) LTD - GREATER KAILASH,NCT OF Delhi,NEW DELHI,9810637037,-NA-,,Only CGHS,No
HOSP7P125595,DR S S DODA S ULTRASOUND CENTRE-PUSA ROAD,NCT OF Delhi,NEW DELHI,9643106754,-NA-,,Only CGHS,Yes
HOSP7P125596,DR SAVITA JAIN S ARUN IMAGING CENTRE,NCT OF Delhi,SHAHDARA,9810933379,-NA-,,Only CGHS,Yes
HOSP7P125598,DR SHWETA S DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9811227991,SM,,Only CGHS,No
HOSP7P125599,DR SURESH GARG EYE & LASER CENTER,NCT OF Delhi,NORTH WEST DELHI,9899389330,SE,,Only CGHS,No
HOSP7P125600,DR. CHAUDHARYS MORAL HOSPITAL PVT. LTD.,NCT OF Delhi,NEW DELHI,8750118210,"M1, M7, M2, S1, S16, S2, S4, S5",Private(For Profit),Only CGHS,Yes
HOSP7P125602,DR. GYANS DENTAL SPECIALITY CLINIC,NCT OF Delhi,NORTH WEST DELHI,7015406205,S16,,Only CGHS,Yes
HOSP7P125603,DR. HANDA S COMPLETE FAMILY DENTAL CARE,NCT OF Delhi,NORTH WEST DELHI,9873042900,SM,,Only CGHS,Yes
HOSP7P125604,DR. PARIA DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9599966179,S16,,Only CGHS,Yes
HOSP7P125605,DR. PRIYADARSHINIS SMILE CARE,NCT OF Delhi,NEW DELHI,8210655050,S16,Private(For Profit),Only CGHS,Yes
HOSP7P125606,Rx Multispeciality Dental Clinic,NCT OF Delhi,NEW DELHI,9818791850,S16,Private(For Profit),Only CGHS,No
HOSP7P125608,DR.DHAWAN S NETRA EYE HOSPITAL,NCT OF Delhi,WEST DELHI,9310440455,S3,,Only CGHS,No
HOSP7P125609,DRISHTI EYE CARE CENTRE - PATPARGANJ RD,NCT OF Delhi,NEW DELHI,9810662272,S3,,Only CGHS,Yes
HOSP7P125611,DRS NORTHEX EYE INSTITUTE PVT LTD,NCT OF Delhi,NEW DELHI,9811222289,SE,,Only CGHS,Yes
HOSP7P125612,HEALTHIANS LABS,NCT OF Delhi,NEW DELHI,9728873009,-NA-,,Only CGHS,No
HOSP7P125613,EYE CARE CENTRE,NCT OF Delhi,NORTH EAST DELHI,9312320033,S3,,Only CGHS,No
HOSP7P125615,EYE SIGHT LASER CENTRE,NCT OF Delhi,NEW DELHI,9911105687,S3,,Only CGHS,No
HOSP7P125616,Eye7 Hospitals Pvt Ltd,NCT OF Delhi,SOUTH EAST DELHI,9560466110,"S3, SE",Private(For Profit),Only CGHS,Yes
HOSP7P125617,FACES N BRACES DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9278374151,S16,,Only CGHS,No
HOSP7P125619,FOCUS PATHOLOGICAL SERVICES PRIVATE LIMITED,NCT OF Delhi,SOUTH DELHI,9873494949,S12,,Only CGHS,No
HOSP7P125621,GAGAN PATHOLOGY AND IMAGING PVT LTD,NCT OF Delhi,NEW DELHI,9971557167,-NA-,,Only CGHS,Yes
HOSP7P125626,GANESH MRI CENTRE PVT LTD,NCT OF Delhi,NEW DELHI,9212125996,S12,Private(For Profit),Only CGHS,Yes
HOSP7P125628,GOYAL MRI & DIAGNOSTIC CENTRE-SAFDARJUNG,NCT OF Delhi,NEW DELHI,9810287191,-NA-,,Only CGHS,Yes
HOSP7P125629,GUPTA MULTISPECIALITY HOSPITAL,NCT OF Delhi,NEW DELHI,9810215804,"CP, MG, MP, OC, SB, SE, SG, SM, SO, SU",Private(For Profit),Only CGHS,No
HOSP7P125630,GUPTAS DENTAL CLINIC & IMPLANT CENTER,NCT OF Delhi,NORTH EAST DELHI,8888880521,S16,,Only CGHS,Yes
HOSP7P125633,HOUSE OF DENTISTRY,NCT OF Delhi,NORTH EAST DELHI,7835887273,SM,,Only CGHS,Yes
HOSP7P125635,I CARE CENTRE,NCT OF Delhi,NEW DELHI,9873783824,"CP, OC, SE",Private(For Profit),Only CGHS,Yes
HOSP7P125636,INDUS VALLEY HOSPITALS,NCT OF Delhi,SOUTH WEST DELHI,9811789919,"M1, M7, M2, M3, S1, S16, S2, S3, S4, S5, S6",Private(For Profit),Only CGHS,No
HOSP7P125637,IRENE HOSPITAL,NCT OF Delhi,NEW DELHI,9310190804,"CP, MG, OC, SB, SG, SN, SO, SP, SU",Private(For Profit),Only CGHS,Yes
HOSP7P125638,J A ANEJA MULTISPECIALITY DENTAL CENTRE,NCT OF Delhi,NEW DELHI,8882351115,SM,,Only CGHS,No
HOSP7P125639,JAIN EYE HOSPITAL & LASER CENTRE,NCT OF Delhi,NORTH WEST DELHI,8585977709,S3,Private(For Profit),Only CGHS,No
HOSP7P125641,JEEWAN NURSING HOME & HOSPITAL,NCT OF Delhi,NEW DELHI,9810013265,"BM, CP, MG, OC, SB, SG, SO, SP",Private(For Profit),Only CGHS,Yes
HOSP7P125644,KRISHNA DENTAL CLINIC,NCT OF Delhi,SOUTH WEST DELHI,8800564597,S16,,Only CGHS,Yes
HOSP7P125646,KUMAR DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9810531209,S16,,Only CGHS,Yes
HOSP7P125653,MITTAL DENTAL AND POLYCLINIC,NCT OF Delhi,SOUTH WEST DELHI,9560579848,S16,,Only CGHS,Yes
HOSP7P125654,MODERN DENTAL AND ORO MAXILLOFACIAL CLINIC,NCT OF Delhi,NEW DELHI,9910819907,S16,,Only CGHS,Yes
HOSP7P125655,MUSKAN DENTAL CARE,NCT OF Delhi,CENTRAL DELHI,9958822991,SM,,Only CGHS,No
HOSP7P125656,MY DENTIST,NCT OF Delhi,NEW DELHI,9958788453,S16,Private(For Profit),Only CGHS,Yes
HOSP7P125657,NATIONAL IMAGING & PATH LABS,NCT OF Delhi,NEW DELHI,9899467826,-NA-,,Only CGHS,Yes
HOSP7P125659,NAVNEESH DENTAL CLINIC - SAFDARJUNG ENCLAVE,NCT OF Delhi,NEW DELHI,9810560566,S16,Private(For Profit),Only CGHS,No
HOSP7P125660,NAYAN THE MODERN EYE CARE CENTRE,NCT OF Delhi,NEW DELHI,9810065458,SE,,Only CGHS,No
HOSP7P125662,ORAL CARE DENTAL HEALTH AND ORTHODONTIC CENTRE,NCT OF Delhi,NEW DELHI,9711172259,SM,Private(For Profit),Only CGHS,Yes
HOSP7P125665,PEARL WHITE DENTAL CLINIC,NCT OF Delhi,NEW DELHI,8595109391,SM,,Only CGHS,Yes
HOSP7P125667,PLATINUM IMAGING CENTRE,NCT OF Delhi,NEW DELHI,9891603919,-NA-,,Only CGHS,Yes
HOSP7P125668,PROCARE DENTAL CLINIC & IMPLANT CENTRE,NCT OF Delhi,NEW DELHI,9899226246,SM,,Only CGHS,No
HOSP7P125669,R V S EYE CENTRE,NCT OF Delhi,NORTH WEST DELHI,8076849243,SE,,Only CGHS,Yes
HOSP7P125670,RADIUM EYE CENTRE LLP,NCT OF Delhi,NEW DELHI,9811968587,"S3, SE",,Only CGHS,No
HOSP7P125671,RAJDHANI DENTAL AND ORTHODONTIC CENTRE,NCT OF Delhi,NEW DELHI,9811635679,SM,,Only CGHS,No
HOSP7P125672,RANA EYE CENTRE,NCT OF Delhi,NEW DELHI,9810150652,"S3, SE",,Only CGHS,Yes
HOSP7P125673,RATHI HOSPITAL,NCT OF Delhi,NEW DELHI,9711991234,"M1, M2, S8, M7, S7, M3, M4, M5, M6, S1, S10, S11, S12, S13, S14, S15, S16, S2, S3, S4, S5, S6, S9",Private(For Profit),Only CGHS,Yes
HOSP7P125674,RAVI EYE FOUNDATION,NCT OF Delhi,WEST DELHI,9873006353,S3,,Only CGHS,Yes
HOSP7P125675,REAL IMAGING AND RESEARCH CENTRE LLP,NCT OF Delhi,EAST DELHI,9871341821,-NA-,,Only CGHS,No
HOSP7P125676,S K DENTAL,NCT OF Delhi,WEST DELHI,9811622077,SM,,Only CGHS,Yes
HOSP7P125677,S L DENTAL,NCT OF Delhi,NEW DELHI,9717917878,S16,,Only CGHS,No
HOSP7P125678,SAI DENTAL AND IMPLANT CLINIC,NCT OF Delhi,NEW DELHI,9811119334,SM,,Only CGHS,Yes
HOSP7P125679,SAI MOBIDENT DENTAL CENTER,NCT OF Delhi,NEW DELHI,9313603596,S16,,Only CGHS,Yes
HOSP7P125680,SATYABHAMA HOSPITAL PVT LTD,NCT OF Delhi,WEST DELHI,9999476712,"CP, MG, MN, MP, OC, SB, SE, SG, SL, SO, SP, SS, SU",Private(Not For Profit),Only CGHS,Yes
HOSP7P125681,SAVE SIGHT CENTER-ADARSH NAGAR,NCT OF Delhi,NORTH WEST DELHI,9958537766,S3,Private(For Profit),Only CGHS,Yes
HOSP7P125683,SHAKUNTLA DENTAL CARE,NCT OF Delhi,NEW DELHI,9212591691,CP,,Only CGHS,No
HOSP7P125685,SHANTI MOBIDENT - A UNIT OF BROADWAYS CHARITABLE SOCIETY,NCT OF Delhi,NEW DELHI,9811317960,S16,Private(For Profit),Only CGHS,Yes
HOSP7P125687,SHIVAM DIAGNOSTICS & CANCER RESEARCH INSTITUTE,NCT OF Delhi,NORTH DELHI,9818037005,-NA-,,Only CGHS,No
HOSP7P125689,SHRI RAM SINGH HOSPITAL & HEART INSTITUTE,NCT OF Delhi,EAST DELHI,9811100764,"BM, CP, MG, OC, SB, SE, SG, SL, SN, SO, SU",Private(Not For Profit),Only CGHS,No
HOSP7P125691,SINGH S DENTAL HOSPITAL,NCT OF Delhi,WEST DELHI,9811006375,S16,,Only CGHS,Yes
HOSP7P125692,SIWACH DENTAL HOSPITAL,NCT OF Delhi,NEW DELHI,9811509337,SM,,Only CGHS,No
HOSP7P125693,smile 4 sure dental clinic,NCT OF Delhi,EAST DELHI,9873740163,S16,,Only CGHS,Yes
HOSP7P125694,SMILE DENTAL CLINIC,NCT OF Delhi,NEW DELHI,8860850807,S16,,Only CGHS,No
HOSP7P125695,SMILE EXPERTS,NCT OF Delhi,EAST DELHI,9911444360,S16,Private(For Profit),Only CGHS,Yes
HOSP7P125697,SOUTH POINT DENTISTRY,NCT OF Delhi,SOUTH DELHI,8943560527,S16,Private(For Profit),Only CGHS,Yes
HOSP7P125702,SURAKSHA EYE SURGERY CENTRE - PRATAP BAGH,NCT OF Delhi,NEW DELHI,9811130168,S3,,Only CGHS,No
HOSP7P125703,T32 DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9811048685,S16,,Only CGHS,No
HOSP7P125705,THE CARING TOUCH - DENTAL,NCT OF Delhi,NEW DELHI,9650854711,S16,,Only CGHS,Yes
HOSP7P125706,THE CARING TOUCH - EYE,NCT OF Delhi,NEW DELHI,9811831359,SE,,Only CGHS,Yes
HOSP7P125708,THE DENTAL HUB AND IMPLANT CENTRE,NCT OF Delhi,NEW DELHI,9818117017,S16,,Only CGHS,Yes
HOSP7P125709,TIRATH RAM SHAH CHARITABLE HOSPITAL,NCT OF Delhi,NEW DELHI,9818320921,"CP, MC, MG, MN, MO, MP, OC, SB, SE, SG, SM, SN, SO, SP, SS, SU",Private(For Profit),Only CGHS,Yes
HOSP7P125711,UB OPHTHALMOLOGY LLP,NCT OF Delhi,NEW DELHI,9650200425,S3,Private(For Profit),Only CGHS,No
HOSP7P125713,VINAYAK DENTAL CLINIC,NCT OF Delhi,SOUTH EAST DELHI,9818273635,SM,,Only CGHS,Yes
HOSP7P125714,VISION CARE CENTRE ROHINI,NCT OF Delhi,NEW DELHI,9313753241,SE,Private(For Profit),Only CGHS,No
HOSP7P125716,WHITE FIELD DENTAL CLINIC,NCT OF Delhi,NEW DELHI,9650622253,S16,,Only CGHS,Yes
HOSP7P125717,WISDOM DENTAL MAXILLOFACIAL AND IMPLANT CLINIC,NCT OF Delhi,NEW DELHI,9313495928,"S16, SM",,Only CGHS,Yes
HOSP7P125718,YOGESH EYE CENTRE,NCT OF Delhi,NORTH WEST DELHI,9811056857,SE,,Only CGHS,No
HOSP7P126133,Advance Diagnostic Centre,NCT OF Delhi,SHAHDARA,9716560450,-NA-,,Only CGHS,Yes
HOSP7P126149,BHARTI EYE HOSPITAL,NCT OF Delhi,SOUTH DELHI,9212259171,S3,,Only CGHS,Yes
HOSP7P126152,CENTRE FOR SMILE (DENTAL CLINIC AND IMPLANT CENTRE,NCT OF Delhi,SOUTH DELHI,7838309425,S16,,Only CGHS,No
HOSP7P126153,DELHI MULTI SPECIALITY DENTAL CLINIC,NCT OF Delhi,NEW DELHI,8860364308,OC,,Only CGHS,Yes
